,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2231,Mujer,02/13/1982,F.P.,3,0,09/16/2014,,09/16/2014,01/01/2023,08/31/2023,100%,,,189,Centro 5,Actividades Acuáticas,Monitor/a Natación Escolar,Partido,No,Per. Act. Extr.,GRUPO 06,ESCALA 16,Inst. Deportivas,Monitor/a Natación Escolar,3,II,08,7600,1640.7,0,457.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1939.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,01/01/2023,08/31/2023,100%,67%,Dentro,NO,NO,Sí,NO,Sí,0,0,0,0,0,7600,4038,11638,0,11638,365,2231,42,9,#NAME?,#REF!
2231,Mujer,02/13/1982,F.P.,3,0,09/16/2014,,09/16/2014,09/01/2023,12/31/2023,100%,,,189,Centro 2,Infantil,Técnico/a Infantil,Partido,No,Per. Docente,GRUPO 01,ESCALA 05,Enseñanza Priv. Concertada,Técnico/a Infantil,1,1.1,02,5544.16,0,0,0,0,451.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,4.08,0,0,0,0,0,0,0,0,0,09/01/2023,12/31/2023,100%,33%,Dentro,Sí,NO,Sí,NO,Sí,16587.03607,0,16587.03607,0,16587,5544,955,6499,0,6499,365,2231,42,9,#NAME?,#REF!
2233,Hombre,10/09/1960,F.P.,3,0,09/16/2014,,09/16/2014,01/01/2023,12/31/2023,41.99%,,,289,Centro 4,Club Deportivo,Monitor/a Club Deportivo,Continuo,No,Per. Act. Extr.,GRUPO 06,ESCALA 15,Inst. Deportivas,Monitor/a Club Deportivo,3,II,08,5675.92,-49.8,0,761.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,979.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,86.07,01/01/2023,12/31/2023,42%,100%,Dentro,Sí,Sí,NO,NO,Sí,13517.31365,0,13517.31365,0,13517,5676,1691,7367,86,7453,365,,63,9,#NAME?,#REF!
2241,Hombre,09/02/1984,E.S.O.,3,0,09/16/2014,01/12/2023,09/16/2014,01/01/2023,01/12/2023,100%,,,189,Centro 5,Artes y Cultura,Monitor/a Centro de la Artes y la Cultura,Partido,No,Per. Act. Extr.,GRUPO 06,ESCALA 14,Ocio Educat.,Monitor/a Centro de la Artes y la Cultura,IV,-,08,421.94,45.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.06,0,0,0,0,0,0,0,0,46.77,0,46.77,573.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,01/01/2023,01/12/2023,100%,3%,Dentro,Sí,NO,Sí,NO,Sí,12834.00833,0,12834.00833,0,12834,422,771,1192,0,1192,12,,39,9,#NAME?,#REF!
2244,Mujer,03/26/1983,E.S.O.,3,0,09/16/2014,,09/16/2014,01/01/2023,08/31/2023,88.96%,,,289,Centro 3,Club Deportivo,Monitor/a Club Deportivo,Partido,No,Per. Act. Extr.,GRUPO 06,ESCALA 15,Inst. Deportivas,Monitor/a Club Deportivo,3,II,08,6621.11,674.08,0,449.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1549.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,127.11,0,0,0,0,0,386.84,01/01/2023,08/31/2023,89%,67%,Dentro,NO,NO,NO,Sí,Sí,0,0,0,0,0,6621,2763,9384,514,9898,365,2244,41,9,#NAME?,#REF!
2244,Mujer,03/26/1983,E.S.O.,3,0,09/16/2014,,09/16/2014,09/01/2023,12/31/2023,86%,,,289,Centro 3,Club Deportivo,Monitor/a Club Deportivo,Partido,No,Per. Act. Extr.,GRUPO 06,ESCALA 15,Inst. Deportivas,Monitor/a Club Deportivo,3,II,08,4480.12,-373.92,0,287.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,771.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,173.68,09/01/2023,12/31/2023,86%,33%,Dentro,Sí,NO,NO,Sí,Sí,15585.62524,0,15585.62524,0,15586,4480,685,5165,174,5339,365,2244,41,9,#NAME?,#REF!
2245,Mujer,02/15/1981,F.P.,1,2,09/19/2014,,09/19/2014,01/01/2023,12/31/2023,76.62%,,,289,Centro 4,Club Deportivo,Monitor/a Club Deportivo,Continuo,No,Per. Act. Extr.,GRUPO 06,ESCALA 15,Inst. Deportivas,Monitor/a Club Deportivo,3,II,08,9796.36,81.78,0,747.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1950.72,0,0,0,0,0,0,0,0,0,0,224.5,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,488.76,01/01/2023,12/31/2023,77%,100%,Dentro,Sí,Sí,NO,NO,Sí,12785.64344,0,12785.64344,0,12786,9796,3005,12801,489,13290,365,,43,9,#NAME?,#REF!
2246,Mujer,08/31/1979,E.G.B.,3,1,09/16/2014,,09/16/2014,01/01/2023,12/31/2023,68.83%,,,189,Centro 5,Club Deportivo,Monitor/a Club Deportivo,Continuo,No,Per. Act. Extr.,GRUPO 06,ESCALA 15,Inst. Deportivas,Monitor/a Club Deportivo,3,II,08,8800.36,273.01,0,501.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1835.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,134.44,01/01/2023,12/31/2023,69%,100%,Dentro,Sí,Sí,NO,NO,Sí,12785.64579,0,12785.64579,0,12786,8800,2700,11500,134,11635,365,,44,9,#NAME?,#REF!
2247,Hombre,04/14/1980,GRADO,3,0,09/16/2014,,09/16/2014,01/01/2023,06/25/2023,31.16%,,,200,Centro 6,Artes y Cultura,Monitor/a Centro de la Artes y la Cultura,Continuo,No,Per. Act. Extr.,GRUPO 06,ESCALA 14,Ocio Educat.,Monitor/a Centro de la Artes y la Cultura,IV,-,08,1990.66,1752.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374.32,0,374.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,01/01/2023,06/25/2023,31%,48%,Dentro,NO,NO,NO,Sí,Sí,0,0,0,0,0,1991,2501,4492,0,4492,365,2247,44,9,#NAME?,#REF!
2247,Hombre,04/14/1980,GRADO,3,0,09/16/2014,,09/16/2014,06/26/2023,07/31/2023,64.9%,,,200,Centro 6,Artes y Cultura,Monitor/a Centro de la Artes y la Cultura,Continuo,No,Per. Act. Extr.,GRUPO 06,ESCALA 14,Ocio Educat.,Monitor/a Centro de la Artes y la Cultura,IV,-,08,837.75,441.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.95,0,127.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,06/26/2023,07/31/2023,65%,10%,Dentro,NO,NO,NO,Sí,Sí,0,0,0,0,0,838,698,1535,0,1535,365,2247,44,9,#NAME?,#REF!
2247,Hombre,04/14/1980,GRADO,3,0,09/16/2014,,09/16/2014,08/01/2023,09/17/2023,31.17%,,,200,Centro 6,Artes y Cultura,Monitor/a Centro de la Artes y la Cultura,Continuo,No,Per. Act. Extr.,GRUPO 06,ESCALA 14,Ocio Educat.,Monitor/a Centro de la Artes y la Cultura,IV,-,08,540.3,464.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.53,0,100.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,08/01/2023,09/17/2023,31%,13%,Dentro,NO,NO,NO,Sí,Sí,0,0,0,0,0,540,666,1206,0,1206,365,2247,44,9,#NAME?,#REF!
2247,Hombre,04/14/1980,GRADO,3,0,09/16/2014,,09/16/2014,09/18/2023,09/30/2023,26%,,,200,Centro 6,Artes y Cultura,Monitor/a Centro de la Artes y la Cultura,Continuo,No,Per. Act. Extr.,GRUPO 06,ESCALA 14,Ocio Educat.,Monitor/a Centro de la Artes y la Cultura,IV,-,08,124.66,153.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.81,0,27.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,09/18/2023,09/30/2023,26%,4%,Dentro,NO,NO,NO,Sí,Sí,0,0,0,0,0,125,209,334,0,334,365,2247,44,9,#NAME?,#REF!
2247,Hombre,04/14/1980,GRADO,3,0,09/16/2014,,09/16/2014,10/01/2023,12/15/2023,31.2%,,,200,Centro 6,Artes y Cultura,Monitor/a Centro de la Artes y la Cultura,Continuo,No,Per. Act. Extr.,GRUPO 06,ESCALA 14,Ocio Educat.,Monitor/a Centro de la Artes y la Cultura,IV,-,08,857.46,881.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.87,0,173.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,10/01/2023,12/15/2023,31%,21%,Dentro,NO,NO,NO,Sí,Sí,0,0,0,0,0,857,1229,2086,0,2086,365,2247,44,9,#NAME?,#REF!
2247,Hombre,04/14/1980,GRADO,3,0,09/16/2014,,09/16/2014,12/16/2023,12/16/2023,42.9%,,,200,Centro 6,Artes y Cultura,Monitor/a Centro de la Artes y la Cultura,Continuo,No,Per. Act. Extr.,GRUPO 06,ESCALA 14,Ocio Educat.,Monitor/a Centro de la Artes y la Cultura,IV,-,08,15.31,48.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.42,0,6.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,12/16/2023,12/16/2023,43%,0%,Dentro,NO,NO,NO,Sí,Sí,0,0,0,0,0,15,62,77,0,77,365,2247,44,9,#NAME?,#REF!
2247,Hombre,04/14/1980,GRADO,3,0,09/16/2014,,09/16/2014,12/17/2023,12/17/2023,40.3%,,,200,Centro 6,Artes y Cultura,Monitor/a Centro de la Artes y la Cultura,Continuo,No,Per. Act. Extr.,GRUPO 06,ESCALA 14,Ocio Educat.,Monitor/a Centro de la Artes y la Cultura,IV,-,08,14.38,49.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.42,0,6.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,12/17/2023,12/17/2023,40%,0%,Dentro,NO,NO,NO,Sí,Sí,0,0,0,0,0,14,63,77,0,77,365,2247,44,9,#NAME?,#REF!
2247,Hombre,04/14/1980,GRADO,3,0,09/16/2014,,09/16/2014,12/18/2023,12/31/2023,31.2%,,,200,Centro 6,Artes y Cultura,Monitor/a Centro de la Artes y la Cultura,Continuo,No,Per. Act. Extr.,GRUPO 06,ESCALA 14,Ocio Educat.,Monitor/a Centro de la Artes y la Cultura,IV,-,08,155.9,160.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.31,0,0,0,0,0,0,0,0,0,0,0,0,31.61,0,31.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,12/18/2023,12/31/2023,31%,4%,Dentro,Sí,NO,NO,Sí,Sí,13027.35806,0,13027.35806,0,13027,156,280,436,0,436,365,2247,44,9,#NAME?,#REF!
2251,Mujer,09/19/1986,E.S.O.,3,0,09/16/2014,,09/16/2014,01/01/2023,08/31/2023,28.57%,,,200,Centro 5,Club Deportivo,Monitor/a Club Deportivo,Continuo,No,Per. Act. Extr.,GRUPO 06,ESCALA 15,Inst. Deportivas,Monitor/a Club Deportivo,3,II,08,2171.36,2.78,0,457.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,23.18,01/01/2023,08/31/2023,29%,67%,Dentro,NO,NO,NO,Sí,Sí,0,0,0,0,0,2171,899,3070,23,3094,365,2251,37,9,#NAME?,#REF!
2251,Mujer,09/19/1986,E.S.O.,3,0,09/16/2014,,09/16/2014,09/01/2023,12/31/2023,18.18%,,,200,Centro 5,Club Deportivo,Monitor/a Club Deportivo,Continuo,No,Per. Act. Extr.,GRUPO 06,ESCALA 15,Inst. Deportivas,Monitor/a Club Deportivo,3,II,08,1014.72,-2.78,0,197.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,09/01/2023,12/31/2023,18%,33%,Dentro,Sí,NO,NO,Sí,Sí,16698.80431,0,16698.80431,0,16699,1015,335,1349,0,1349,365,2251,37,9,#NAME?,#REF!
2254,Mujer,07/14/1988,GRADO,3,0,09/16/2014,,09/16/2014,01/01/2023,05/20/2023,20.78%,,,189,Centro 6,Club Deportivo,Monitor/a Club Deportivo,Continuo,No,Per. Act. Extr.,GRUPO 06,ESCALA 15,Inst. Deportivas,Monitor/a Club Deportivo,3,II,08,1015.8,0,0,199.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,21.66,01/01/2023,05/20/2023,21%,38%,Dentro,NO,NO,NO,Sí,Sí,0,0,0,0,0,1016,450,1466,22,1488,365,2254,35,9,#NAME?,#REF!
2254,Mujer,07/14/1988,GRADO,3,0,09/16/2014,,09/16/2014,05/21/2023,05/21/2023,45.45%,,,189,Centro 6,Club Deportivo,Monitor/a Club Deportivo,Continuo,No,Per. Act. Extr.,GRUPO 06,ESCALA 15,Inst. Deportivas,Monitor/a Club Deportivo,3,II,08,13.93,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,05/21/2023,05/21/2023,45%,0%,Dentro,NO,NO,NO,Sí,Sí,0,0,0,0,0,14,75,89,0,89,365,2254,35,9,#NAME?,#REF!
2254,Mujer,07/14/1988,GRADO,3,0,09/16/2014,,09/16/2014,05/22/2023,05/26/2023,20.78%,,,189,Centro 6,Club Deportivo,Monitor/a Club Deportivo,Continuo,No,Per. Act. Extr.,GRUPO 06,ESCALA 15,Inst. Deportivas,Monitor/a Club Deportivo,3,II,08,31.84,0,0,10.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,05/22/2023,05/26/2023,21%,1%,Dentro,NO,NO,NO,Sí,Sí,0,0,0,0,0,32,17,49,0,49,365,2254,35,9,#NAME?,#REF!
2254,Mujer,07/14/1988,GRADO,3,0,09/16/2014,,09/16/2014,05/27/2023,05/27/2023,35.06%,,,189,Centro 6,Club Deportivo,Monitor/a Club Deportivo,Continuo,No,Per. Act. Extr.,GRUPO 06,ESCALA 15,Inst. Deportivas,Monitor/a Club Deportivo,3,II,08,6.37,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,05/27/2023,05/27/2023,35%,0%,Dentro,NO,NO,NO,Sí,Sí,0,0,0,0,0,6,1,8,0,8,365,2254,35,9,#NAME?,#REF!
2254,Mujer,07/14/1988,GRADO,3,0,09/16/2014,,09/16/2014,05/28/2023,08/31/2023,20.78%,,,289,Centro 6,Club Deportivo,Monitor/a Club Deportivo,Continuo,No,Per. Act. Extr.,GRUPO 06,ESCALA 15,Inst. Deportivas,Monitor/a Club Deportivo,3,II,08,622.07,36.74,0,97.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1.63,05/28/2023,08/31/2023,21%,26%,Dentro,NO,NO,NO,Sí,Sí,0,0,0,0,0,622,267,889,2,890,365,2254,35,9,#NAME?,#REF!
2254,Mujer,07/14/1988,GRADO,3,0,09/16/2014,,09/16/2014,09/01/2023,12/31/2023,16.45%,,,289,Centro 6,Club Deportivo,Monitor/a Club Deportivo,Continuo,No,Per. Act. Extr.,GRUPO 06,ESCALA 15,Inst. Deportivas,Monitor/a Club Deportivo,3,II,08,885.23,-6.52,0,185.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,09/01/2023,12/31/2023,16%,33%,Dentro,Sí,NO,NO,Sí,Sí,16099.90284,0,16099.90284,0,16100,885,305,1190,0,1190,365,2254,35,9,#NAME?,#REF!
2258,Hombre,09/10/1994,E.S.O.,3,0,09/16/2014,,09/16/2014,01/01/2023,01/18/2023,8.96%,,,289,Centro 1,Club Deportivo,Monitor/a Club Deportivo,Continuo,No,Per. Act. Extr.,GRUPO 06,ESCALA 15,Inst. Deportivas,Monitor/a Club Deportivo,3,II,08,49.42,0,0,18.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,01/01/2023,01/18/2023,9%,5%,Dentro,NO,NO,NO,Sí,Sí,0,0,0,0,0,49,29,79,0,79,365,2258,29,9,#NAME?,#REF!
2258,Hombre,09/10/1994,E.S.O.,3,0,09/16/2014,,09/16/2014,01/19/2023,03/03/2023,44.81%,,,289,Centro 1,Club Deportivo,Monitor/a Club Deportivo,Continuo,No,Per. Act. Extr.,GRUPO 06,ESCALA 15,Inst. Deportivas,Monitor/a Club Deportivo,3,II,08,630.22,10.48,0,97.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,21.34,0,0,0,0,0,0,01/19/2023,03/03/2023,45%,12%,Dentro,NO,NO,NO,Sí,Sí,0,0,0,0,0,630,255,885,21,907,365,2258,29,9,#NAME?,#REF!
2258,Hombre,09/10/1994,E.S.O.,3,0,09/16/2014,,09/16/2014,03/04/2023,03/04/2023,47.4%,,,289,Centro 1,Club Deportivo,Monitor/a Club Deportivo,Continuo,No,Per. Act. Extr.,GRUPO 06,ESCALA 15,Inst. Deportivas,Monitor/a Club Deportivo,3,II,08,14.53,6.02,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,03/04/2023,03/04/2023,47%,0%,Dentro,NO,NO,NO,Sí,Sí,0,0,0,0,0,15,13,28,0,28,365,2258,29,9,#NAME?,#REF!
2258,Hombre,09/10/1994,E.S.O.,3,0,09/16/2014,08/31/2023,09/16/2014,03/05/2023,08/31/2023,44.81%,,,289,Centro 1,Club Deportivo,Monitor/a Club Deportivo,Continuo,No,Per. Act. Extr.,GRUPO 06,ESCALA 15,Inst. Deportivas,Monitor/a Club Deportivo,3,II,08,2499.27,106.42,0,318.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,584.81,0,0,0,0,0,0,0,0,0,0,569.25,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,30.4,03/05/2023,08/31/2023,45%,49%,Dentro,Sí,NO,NO,Sí,Sí,11309.89548,0,11309.89548,0,11310,2499,1669,4168,30,4198,243,2258,29,9,#NAME?,#REF!
2262,Hombre,01/01/1979,GRADO,3,0,09/17/2014,,09/17/2014,04/11/2023,06/21/2023,100%,,,100,Centro 4,Primaria,Maestro/a Primaria,Partido,No,Per. Docente,GRUPO 01,ESCALA 04,Enseñanza Priv. Concertada,Maestro/a Primaria,1,1.2,02,2876.45,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358.36,358.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2.04,0,0,0,0,0,0,0,0,0,04/11/2023,06/21/2023,100%,20%,Dentro,NO,NO,Sí,NO,Sí,0,0,0,0,0,2876,871,3747,0,3747,365,2262,45,9,#NAME?,#REF!
2262,Hombre,01/01/1979,E.G.B.,3,0,09/17/2014,,09/17/2014,01/01/2023,04/10/2023,100%,,,100,Centro 4,Club Deportivo,Monitor/a Club Deportivo,Partido,No,Per. Act. Extr.,GRUPO 06,ESCALA 15,Inst. Deportivas,Monitor/a Club Deportivo,3,II,08,3166.67,472.38,0,176.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,763.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,01/01/2023,04/10/2023,100%,27%,Dentro,NO,NO,Sí,NO,Sí,0,0,0,0,0,3167,1412,4578,0,4578,365,2262,45,9,#NAME?,#REF!
2262,Hombre,01/01/1979,E.G.B.,3,0,09/17/2014,,09/17/2014,06/22/2023,12/31/2023,100%,,,100,Centro 4,Club Deportivo,Monitor/a Club Deportivo,Partido,No,Per. Act. Extr.,GRUPO 06,ESCALA 15,Inst. Deportivas,Monitor/a Club Deportivo,3,II,08,8112.32,130.73,0,352.8,0,65.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,1410.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1.02,0,0,200.06,0,0,120.4,0,0,0,06/22/2023,12/31/2023,100%,53%,Dentro,Sí,NO,Sí,NO,Sí,15341.95233,0,15341.95233,0,15342,8112,1977,10089,320,10409,365,2262,45,9,#NAME?,#REF!
2268,Hombre,10/03/1993,F.P.,3,0,10/03/2011,,10/03/2011,01/01/2023,12/31/2023,90.93%,,,200,Centro 2,Actividades Acuáticas,Socorrista,Partido,No,Per. Act. Extr.,GRUPO 06,ESCALA 16,Inst. Deportivas,Socorrista,3,II,08,9422.59,1.17,0,464.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1886.68,0,0,0,0,460.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,198.6,1636.76,0,0,0,0,0,01/01/2023,12/31/2023,91%,100%,Dentro,Sí,Sí,NO,NO,Sí,10362.46563,0,10362.46563,0,10362,9423,2813,12235,1835,14071,365,,30,12,#NAME?,#REF!
2269,Hombre,01/17/1993,MASTER UNIVERSITARIO,3,0,09/18/2023,,09/18/2023,09/18/2023,12/31/2023,100%,,,189,Centro 6,FP,Profesor/a FP,Partido,No,Per. Docente,GRUPO 01,ESCALA 01,Enseñanza Priv. Concertada,Profesor/a FP,1,1.4,01,6885.31,0,0,0,0,563.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,4.08,0,0,0,0,0,0,0,0,0,09/18/2023,12/31/2023,100%,29%,Dentro,Sí,NO,Sí,NO,Sí,23934.64905,0,23934.64905,0,23935,6885,1189,8074,0,8074,105,,31,0,#NAME?,#REF!
2276,Hombre,02/11/1977,E.S.O.,3,0,09/25/2014,,09/25/2014,01/01/2023,12/31/2023,15.58%,,,289,Centro 2,Club Deportivo,Monitor/a Club Deportivo,Continuo,No,Per. Act. Extr.,GRUPO 06,ESCALA 15,Inst. Deportivas,Monitor/a Club Deportivo,3,II,08,1991.96,1214.09,0,293.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,01/01/2023,12/31/2023,16%,100%,Dentro,Sí,Sí,NO,NO,Sí,12785.36585,0,12785.36585,0,12785,1992,2208,4200,0,4200,365,,47,9,#NAME?,#REF!
